,Unnamed: 0,billing_entity,model,one_month,set_no,test_actual,test_mape,test_predicted,third_month,train_mape,two_month,val_mape
0,,AHPN Glendale,VARMAX,12.04,13.0,[3480470.4  2858153.3  1527352.69],60.42,"[3061353.864504585, 3998933.003474207, 3502199.9141517715]",129.3,6.49,39.91,19.26
0,,AHPN Glendale,VARMA,10.16,13.0,[3480470.4  2858153.3  1527352.69],58.42,"[3126941.983011056, 3994934.8724483834, 3441698.8795740115]",125.34,7.46,39.77,10.56
0,,AHPN Glendale,Holt Winter's,1.21,13.0,[3480470.4  2858153.3  1527352.69],60.52,"[3438409.9678857205, 3588838.4354867474, 3891376.805245675]",154.78,9.18,25.56,6.24
0,,AHPN Glendale,PROPHET,2.07,13.0,[3480470.4  2858153.3  1527352.69],48.86,"[3408424.9560215026, 3670685.393301046, 3300227.9791111774]",116.08,6.51,28.43,10.47
0,,St. Helena Hospital Napa Valley,SARIMA,10.26,12.0,[98299188.46000001 81312720.91       46351361.17      ],47.24,"[88212141.95570394, 96271211.24898179, 98753599.6301214]",113.05,4.62,18.4,5.11
0,,St. Helena Hospital Napa Valley,SARIMAX,13.94,12.0,[98299188.46000001 81312720.91       46351361.17      ],49.6,"[84599266.4830337, 96845173.81720494, 100007618.63154352]",115.76,4.52,19.1,6.12
0,,St. Helena Hospital Napa Valley,TBATS,4.28,12.0,[98299188.46000001 81312720.91       46351361.17      ],40.88,"[94093473.52891743, 92858252.5007555, 94636208.59065439]",104.17,4.73,14.2,4.74
0,,St. Helena Hospital Napa Valley,VARMAX,3.98,12.0,[98299188.46000001 81312720.91       46351361.17      ],45.64,"[94389584.5469039, 99148876.55086263, 97799642.91292097]",111.0,3.73,21.94,7.37
0,,St. Helena Hospital Napa Valley,VARMA,2.26,12.0,[98299188.46000001 81312720.91       46351361.17      ],43.41,"[96076855.97806537, 97152618.81167193, 96643312.99022265]",108.5,4.09,19.48,4.05
0,,St. Helena Hospital Napa Valley,Holt Winter's,8.83,12.0,[98299188.46000001 81312720.91       46351361.17      ],43.97,"[89624008.09616888, 96495236.63721153, 94747664.44340158]",104.41,3.54,18.67,5.86
0,,St. Helena Hospital Napa Valley,PROPHET,3.26,12.0,[98299188.46000001 81312720.91       46351361.17      ],39.73,"[95090028.52751464, 97177816.78250551, 91040572.75751081]",96.41,4.44,19.51,7.05
0,,Adventist Medical Center - Reedley,SARIMA,0.3,14.0,[20626337.13999997 18118425.4        12836406.2       ],26.01,"[20564319.34554907, 21652025.32369334, 20311944.82404093]",58.24,3.02,19.5,5.73
0,,Adventist Medical Center - Reedley,SARIMAX,2.02,14.0,[20626337.13999997 18118425.4        12836406.2       ],29.54,"[20209928.3846727, 21747138.68074756, 21381786.079909094]",66.57,3.51,20.03,2.08
0,,Adventist Medical Center - Reedley,TBATS,3.41,14.0,[20626337.13999997 18118425.4        12836406.2       ],33.56,"[21330615.575181693, 21782649.938303486, 22725569.785096716]",77.04,2.76,20.22,4.9
0,,Adventist Medical Center - Reedley,VARMAX,3.99,14.0,[20626337.13999997 18118425.4        12836406.2       ],22.12,"[19804351.333994508, 19454657.150587633, 19897704.97508661]",55.01,3.39,7.37,6.47
0,,Adventist Medical Center - Reedley,VARMA,6.62,14.0,[20626337.13999997 18118425.4        12836406.2       ],23.97,"[19260863.817688584, 19855378.51039912, 19986438.37412523]",55.7,3.87,9.59,9.55
0,,Adventist Medical Center - Reedley,Holt Winter's,2.76,14.0,[20626337.13999997 18118425.4        12836406.2       ],28.86,"[20058051.277177475, 22093706.543703683, 20778301.11330236]",61.87,2.35,21.94,2.23
0,,Adventist Medical Center - Reedley,PROPHET,2.99,14.0,[20626337.13999997 18118425.4        12836406.2       ],27.46,"[20009221.59117172, 20964246.908670124, 21009578.338483267]",63.67,3.18,15.71,9.79
0,,Simi Valley Hospital,SARIMA,0.08,13.0,[72685940.3        59762340.59000001 45031212.93000001],31.36,"[72630539.2152955, 76996232.42401329, 74382544.38000694]",65.18,4.62,28.84,5.61
0,,Simi Valley Hospital,SARIMAX,3.89,13.0,[72685940.3        59762340.59000001 45031212.93000001],42.66,"[75515004.49628985, 85066428.91531967, 81845945.31156218]",81.75,4.44,42.34,6.45
0,,Simi Valley Hospital,TBATS,3.1,13.0,[72685940.3        59762340.59000001 45031212.93000001],35.59,"[74942257.00408234, 77812796.71090512, 78109652.17754471]",73.46,4.78,30.2,4.98
0,,Simi Valley Hospital,VARMAX,0.44,13.0,[72685940.3        59762340.59000001 45031212.93000001],25.79,"[72366799.59137581, 72270147.6227588, 70250568.6372047]",56.0,5.0,20.93,9.35
0,,Simi Valley Hospital,VARMA,1.64,13.0,[72685940.3        59762340.59000001 45031212.93000001],27.4,"[71495734.32735693, 73954920.48535363, 70620187.56832106]",56.82,5.55,23.75,11.51
0,,Simi Valley Hospital,Holt Winter's,0.28,13.0,[72685940.3        59762340.59000001 45031212.93000001],34.35,"[72885925.49559784, 81124746.3281086, 75214599.63614658]",67.03,3.58,35.75,4.43
0,,Simi Valley Hospital,PROPHET,0.8,13.0,[72685940.3        59762340.59000001 45031212.93000001],29.47,"[72107859.27134761, 75518503.77343567, 72608638.53649166]",61.24,5.01,26.36,5.77
0,,Frank R. Howard Memorial Hospital,SARIMA,14.94,12.0,[21850918.56 17682548.25 11771055.23],31.27,"[18585396.203611914, 20023577.13182322, 19495277.73803664]",65.62,3.59,13.24,7.58
0,,Frank R. Howard Memorial Hospital,SARIMAX,17.63,12.0,[21850918.56 17682548.25 11771055.23],31.57,"[17998086.79947469, 19497719.04453761, 19635945.33214154]",66.82,3.55,10.27,12.39
0,,Frank R. Howard Memorial Hospital,TBATS,4.15,12.0,[21850918.56 17682548.25 11771055.23],38.54,"[20945056.53890816, 21465756.50345153, 22375349.894396905]",90.09,5.05,21.4,8.14
0,,Frank R. Howard Memorial Hospital,VARMAX,10.27,12.0,[21850918.56 17682548.25 11771055.23],36.09,"[19606841.842073888, 21165768.771513075, 20986237.98543267]",78.29,4.21,19.7,11.65
0,,Frank R. Howard Memorial Hospital,VARMA,6.15,12.0,[21850918.56 17682548.25 11771055.23],37.78,"[20507487.668167945, 22231960.963647205, 21361224.58448388]",81.47,3.86,25.73,7.35
0,,Frank R. Howard Memorial Hospital,Holt Winter's,9.37,12.0,[21850918.56 17682548.25 11771055.23],39.45,"[19803241.833273243, 22607333.74472807, 21322146.60940839]",81.14,3.17,27.85,9.99
0,,Frank R. Howard Memorial Hospital,PROPHET,11.34,12.0,[21850918.56 17682548.25 11771055.23],31.58,"[19373280.77519095, 19967663.39559222, 20068614.501871787]",70.49,4.24,12.92,8.32
0,,San Joaquin Clinics,SARIMA,1.83,14.0,[16721341.15 18154910.42 17587813.18],1.83,"[17027004.136812247, 17654050.026144497, 17428375.361539774]",0.91,6.62,2.76,10.25
0,,San Joaquin Clinics,SARIMAX,7.01,14.0,[16721341.15 18154910.42 17587813.18],5.12,"[17894007.861901857, 18628785.47085125, 18597183.376439787]",5.74,6.46,2.61,9.57
0,,San Joaquin Clinics,TBATS,0.64,14.0,[16721341.15 18154910.42 17587813.18],2.23,"[16614686.154521493, 17085866.064921085, 17560725.546077434]",0.15,9.96,5.89,11.57
0,,San Joaquin Clinics,VARMAX,2.2,14.0,[16721341.15 18154910.42 17587813.18],6.3,"[17088947.891385023, 16538012.773732001, 16215712.974191396]",7.8,11.47,8.91,11.28
0,,San Joaquin Clinics,VARMA,0.05,14.0,[16721341.15 18154910.42 17587813.18],4.45,"[16729579.350115232, 16585343.18587084, 16767874.988219837]",4.66,11.43,8.65,11.0
0,,San Joaquin Clinics,Holt Winter's,1.29,14.0,[16721341.15 18154910.42 17587813.18],3.6,"[16937664.952779144, 18396587.178105913, 19024954.02386267]",8.17,7.76,1.33,9.91
0,,San Joaquin Clinics,PROPHET,4.35,14.0,[16721341.15 18154910.42 17587813.18],6.99,"[15993188.31929046, 16271787.645291507, 16488094.423395103]",6.25,7.7,10.37,12.3
0,,All Adventist W,SARIMA,1.84,14.0,[1.46450454e+09 1.30226599e+09 9.10220219e+08],29.86,"[1437578967.4503865, 1556588463.153593, 1531173354.9501584]",68.22,2.84,19.53,4.66
0,,All Adventist W,SARIMAX,0.76,14.0,[1.46450454e+09 1.30226599e+09 9.10220219e+08],34.65,"[1475637509.3118348, 1650820928.105842, 1605738144.497935]",76.41,2.35,26.77,2.72
0,,All Adventist W,TBATS,2.38,14.0,[1.46450454e+09 1.30226599e+09 9.10220219e+08],26.86,"[1429584215.715064, 1497710172.3971243, 1485263908.76559]",63.18,3.49,15.01,5.22
0,,All Adventist W,VARMAX,1.01,14.0,[1.46450454e+09 1.30226599e+09 9.10220219e+08],28.08,"[1449738885.4456263, 1504158145.4170074, 1526695142.819909]",67.73,3.08,15.5,6.28
0,,All Adventist W,VARMA,1.74,14.0,[1.46450454e+09 1.30226599e+09 9.10220219e+08],32.5,"[1439068382.6583045, 1598534841.8783314, 1574672627.205712]",73.0,3.81,22.75,5.2
0,,All Adventist W,Holt Winter's,2.07,14.0,[1.46450454e+09 1.30226599e+09 9.10220219e+08],29.72,"[1434195588.1881766, 1566611056.0374093, 1518121991.0430217]",66.79,2.93,20.3,2.1
0,,All Adventist W,PROPHET,0.16,14.0,[1.46450454e+09 1.30226599e+09 9.10220219e+08],25.36,"[1462192968.5913634, 1505827609.2416055, 1458961905.225078]",60.29,3.42,15.63,4.91
0,,Ukiah Valley Medical Center,SARIMA,5.43,12.0,[41442751.63999999 39753272.85999999 26468106.34      ],28.49,"[39194111.88871711, 45062360.65976206, 44122152.99000156]",66.7,2.44,13.36,5.64
0,,Ukiah Valley Medical Center,SARIMAX,8.21,12.0,[41442751.63999999 39753272.85999999 26468106.34      ],29.41,"[38039357.14454337, 45524846.726784274, 43808192.197338104]",65.51,2.5,14.52,6.34
0,,Ukiah Valley Medical Center,TBATS,4.16,12.0,[41442751.63999999 39753272.85999999 26468106.34      ],21.77,"[39717616.52817366, 42182588.30415944, 41035818.02213992]",55.04,3.89,6.11,5.87
0,,Ukiah Valley Medical Center,VARMAX,6.74,12.0,[41442751.63999999 39753272.85999999 26468106.34      ],24.52,"[38649814.012329854, 43689017.21898673, 41536454.75540839]",56.93,2.73,9.9,7.74
0,,Ukiah Valley Medical Center,VARMA,1.96,12.0,[41442751.63999999 39753272.85999999 26468106.34      ],24.33,"[40630675.331121, 42687528.11994042, 43313660.62314234]",63.64,3.01,7.38,6.13
0,,Ukiah Valley Medical Center,Holt Winter's,4.0,12.0,[41442751.63999999 39753272.85999999 26468106.34      ],25.39,"[39786566.67007848, 44745903.881099775, 42246140.23645445]",59.61,2.54,12.56,5.69
0,,Ukiah Valley Medical Center,PROPHET,1.28,12.0,[41442751.63999999 39753272.85999999 26468106.34      ],21.92,"[40912445.4236251, 42211983.18981883, 41898363.12412042]",58.3,3.06,6.18,7.58
0,,Sonora Regional Medical Center,SARIMA,0.8,14.0,[67986612.57 62693147.9  41716545.68],27.65,"[67444865.42123826, 71545423.53388934, 70099812.19420817]",68.04,4.0,14.12,7.14
0,,Sonora Regional Medical Center,SARIMAX,0.34,14.0,[67986612.57 62693147.9  41716545.68],36.22,"[67755891.11956088, 78747993.43143937, 76218459.66306758]",82.71,3.37,25.61,13.97
0,,Sonora Regional Medical Center,TBATS,1.21,14.0,[67986612.57 62693147.9  41716545.68],25.3,"[68808710.42215836, 68808710.42215836, 68808710.42215836]",64.94,4.9,9.75,9.11
0,,Sonora Regional Medical Center,VARMAX,2.38,14.0,[67986612.57 62693147.9  41716545.68],29.21,"[69604025.1174288, 72888846.76211596, 70499530.92211321]",69.0,3.88,16.26,12.88
0,,Sonora Regional Medical Center,VARMA,5.07,14.0,[67986612.57 62693147.9  41716545.68],28.94,"[71432737.20428401, 73301654.78573455, 68757562.31281959]",64.82,3.84,16.92,14.55
0,,Sonora Regional Medical Center,Holt Winter's,2.8,14.0,[67986612.57 62693147.9  41716545.68],30.79,"[66085943.75898701, 75040971.5047807, 70862552.12855713]",69.87,3.16,19.7,6.56
0,,Sonora Regional Medical Center,PROPHET,5.68,14.0,[67986612.57 62693147.9  41716545.68],33.49,"[71850431.22842784, 74446457.23786676, 73443422.7526619]",76.05,4.06,18.75,7.48
0,,White Memorial Clinics,SARIMA,0.88,13.0,[1258573.78  886143.48  429166.5 ],72.84,"[1247507.9724191818, 1200914.9389174194, 1210797.339491843]",182.13,10.75,35.52,23.53
0,,White Memorial Clinics,SARIMAX,1.95,13.0,[1258573.78  886143.48  429166.5 ],94.46,"[1283067.9611445023, 1365072.8269951674, 1405028.7919159685]",227.39,10.42,54.05,19.65
0,,White Memorial Clinics,TBATS,1.06,13.0,[1258573.78  886143.48  429166.5 ],76.34,"[1245231.664703457, 1240293.70940275, 1236018.0176224082]",188.0,14.56,39.97,17.18
0,,White Memorial Clinics,VARMAX,1.92,13.0,[1258573.78  886143.48  429166.5 ],82.34,"[1282685.655242841, 1244028.4468383908, 1307706.6929137686]",204.71,17.05,40.39,10.95
0,,White Memorial Clinics,VARMA,6.03,13.0,[1258573.78  886143.48  429166.5 ],60.24,"[1182637.2085803135, 1024390.9859648797, 1111935.2485117542]",159.09,20.05,15.6,11.68
0,,White Memorial Clinics,Holt Winter's,9.19,13.0,[1258573.78  886143.48  429166.5 ],103.8,"[1142878.641757728, 1431150.7892951728, 1462168.0976356831]",240.7,10.93,61.5,10.55
0,,White Memorial Clinics,PROPHET,1.73,13.0,[1258573.78  886143.48  429166.5 ],100.64,"[1280288.6857342827, 1285161.1376118823, 1524191.5648903113]",255.15,11.27,45.03,13.02
0,,AHPN Clear Lake,SARIMA,29.03,12.0,[1578583.03 1507639.   1579103.  ],37.02,"[2036801.915181302, 2246363.1079412717, 2100720.3167483755]",33.03,48.67,49.0,44.39
0,,AHPN Clear Lake,SARIMAX,14.58,12.0,[1578583.03 1507639.   1579103.  ],10.32,"[1348427.1117172004, 1301338.2844236859, 1536576.9141920737]",2.69,110.42,13.68,39.21
0,,AHPN Clear Lake,TBATS,9.0,12.0,[1578583.03 1507639.   1579103.  ],11.85,"[1720677.9541032172, 1739693.5497586199, 1755141.5254454103]",11.15,56.09,15.39,26.64
0,,AHPN Clear Lake,VARMAX,7.22,12.0,[1578583.03 1507639.   1579103.  ],25.49,"[1692545.5891218677, 1256294.2402357322, 748901.2721249048]",52.57,158.37,16.67,50.41
0,,AHPN Clear Lake,VARMA,16.24,12.0,[1578583.03 1507639.   1579103.  ],18.15,"[1834942.2481357593, 1893589.0027990118, 1379944.2111305073]",12.61,133.33,25.6,49.52
0,,AHPN Clear Lake,Holt Winter's,30.74,12.0,[1578583.03 1507639.   1579103.  ],37.1,"[2063775.5484025683, 2110197.1415575584, 2220076.1956832884]",40.59,53.77,39.97,82.59
0,,AHPN Clear Lake,PROPHET,49.4,12.0,[1578583.03 1507639.   1579103.  ],50.42,"[2358465.7846051124, 2221252.849413545, 2439938.2472914066]",54.51,230.98,47.33,37.23
0,,St. Helena Clear Lake Clinics,SARIMA,14.85,12.0,[4233990.38 3341005.14 2845420.15],20.17,"[3605054.440140256, 3627195.226075013, 3900865.127056565]",37.09,5.92,8.57,9.23
0,,St. Helena Clear Lake Clinics,SARIMAX,15.29,12.0,[4233990.38 3341005.14 2845420.15],15.91,"[3586401.6414509737, 3640603.4319940554, 3513363.8124937043]",23.47,5.72,8.97,15.35
0,,St. Helena Clear Lake Clinics,TBATS,16.45,12.0,[4233990.38 3341005.14 2845420.15],15.73,"[3537516.488843044, 3543086.6743305363, 3548342.2073188405]",24.7,5.59,6.05,12.79
0,,St. Helena Clear Lake Clinics,VARMAX,24.68,12.0,[4233990.38 3341005.14 2845420.15],19.44,"[3189082.175138132, 3638886.2244010135, 3548962.5823802245]",24.73,5.76,8.92,12.09
0,,St. Helena Clear Lake Clinics,VARMA,20.01,12.0,[4233990.38 3341005.14 2845420.15],21.28,"[3386589.3386278115, 3847234.9552056105, 3661327.2601246755]",28.67,7.04,15.15,6.49
0,,St. Helena Clear Lake Clinics,Holt Winter's,14.3,12.0,[4233990.38 3341005.14 2845420.15],25.89,"[3628524.797112224, 3815685.422049922, 4244700.246986333]",49.18,5.51,14.21,10.19
0,,St. Helena Clear Lake Clinics,PROPHET,11.08,12.0,[4233990.38 3341005.14 2845420.15],16.78,"[3765069.398578327, 3770821.054967689, 3596812.868731885]",26.41,6.89,12.86,11.11
0,,Sonora Clinics,SARIMA,6.6,14.0,[25351724.68 26880294.29 24052437.22],7.24,"[27025265.007668506, 27373365.669328652, 27246588.276462667]",13.28,5.85,1.83,7.03
0,,Sonora Clinics,SARIMAX,1.08,14.0,[25351724.68 26880294.29 24052437.22],12.98,"[25624567.243058246, 28636801.145043813, 31585981.295564663]",31.32,5.93,6.53,1.43
0,,Sonora Clinics,TBATS,9.48,14.0,[25351724.68 26880294.29 24052437.22],16.41,"[27755308.537352264, 29443534.17133048, 31321495.255694795]",30.22,5.44,9.54,6.05
0,,Sonora Clinics,VARMAX,3.73,14.0,[25351724.68 26880294.29 24052437.22],5.82,"[26296615.065456893, 26044709.990732163, 26610311.382840082]",10.63,6.2,3.11,7.06
0,,Sonora Clinics,VARMA,1.96,14.0,[25351724.68 26880294.29 24052437.22],3.93,"[25849499.141172003, 26107901.451398063, 25726750.75917619]",6.96,6.66,2.87,8.1
0,,Sonora Clinics,Holt Winter's,3.44,14.0,[25351724.68 26880294.29 24052437.22],17.99,"[26223675.86148732, 30268726.907818407, 33177861.558190893]",37.94,5.03,12.61,3.45
0,,Sonora Clinics,PROPHET,3.14,14.0,[25351724.68 26880294.29 24052437.22],5.62,"[26147571.06700752, 26375623.96219306, 26902120.337108582]",11.85,4.95,1.88,4.57
0,,Glendale Adventist Medical Center,SARIMA,1.67,13.0,[2.49878210e+08 2.20275207e+08 1.57115561e+08],33.36,"[254055303.19097638, 280140319.4731177, 269040643.5960258]",71.24,3.25,27.18,4.66
0,,Glendale Adventist Medical Center,SARIMAX,4.74,13.0,[2.49878210e+08 2.20275207e+08 1.57115561e+08],31.3,"[238022486.2544155, 274263085.96178734, 258670645.7850841]",64.64,3.42,24.51,3.95
0,,Glendale Adventist Medical Center,TBATS,7.74,13.0,[2.49878210e+08 2.20275207e+08 1.57115561e+08],34.8,"[269230788.119113, 269887683.960279, 273606940.0009565]",74.14,3.72,22.52,5.88
0,,Glendale Adventist Medical Center,VARMAX,4.06,13.0,[2.49878210e+08 2.20275207e+08 1.57115561e+08],30.54,"[260014132.25312695, 267138228.09137854, 261279394.5612874]",66.3,3.5,21.27,11.71
0,,Glendale Adventist Medical Center,VARMA,3.51,13.0,[2.49878210e+08 2.20275207e+08 1.57115561e+08],35.43,"[258656924.82799396, 280640886.4049942, 275546902.56484896]",75.38,3.67,27.4,8.89
0,,Glendale Adventist Medical Center,Holt Winter's,3.71,13.0,[2.49878210e+08 2.20275207e+08 1.57115561e+08],32.92,"[259144473.34938002, 278009854.62369144, 265272068.56089577]",68.84,2.86,26.21,4.76
0,,Glendale Adventist Medical Center,PROPHET,1.58,13.0,[2.49878210e+08 2.20275207e+08 1.57115561e+08],26.43,"[253827215.83680683, 260651284.24146137, 250391274.85269374]",59.37,3.3,18.33,4.83
0,,Ukiah Valley Clinics,SARIMA,3.65,12.0,[7527954.92 7534071.36 5860466.37],19.23,"[7802702.972071606, 8411038.159920732, 8344458.207193593]",42.39,6.93,11.64,3.7
0,,Ukiah Valley Clinics,SARIMAX,3.09,12.0,[7527954.92 7534071.36 5860466.37],13.29,"[7760351.515134702, 7646820.840140256, 7928974.35122218]",35.3,6.53,1.5,4.57
0,,Ukiah Valley Clinics,TBATS,3.94,12.0,[7527954.92 7534071.36 5860466.37],15.13,"[7824748.792661152, 7910931.636535366, 7996991.22076174]",36.46,8.03,5.0,4.57
0,,Ukiah Valley Clinics,VARMAX,0.15,12.0,[7527954.92 7534071.36 5860466.37],14.82,"[7516778.766365956, 8095038.00675264, 8020765.42657351]",36.86,7.18,7.45,9.23
0,,Ukiah Valley Clinics,VARMA,1.76,12.0,[7527954.92 7534071.36 5860466.37],12.66,"[7660400.528701589, 7893312.664536779, 7704580.367170468]",31.47,8.84,4.77,3.07
0,,Ukiah Valley Clinics,Holt Winter's,0.75,12.0,[7527954.92 7534071.36 5860466.37],19.38,"[7584051.020047076, 8557856.34421885, 8426832.565186512]",43.79,5.67,13.59,5.62
0,,Ukiah Valley Clinics,PROPHET,3.74,12.0,[7527954.92 7534071.36 5860466.37],15.57,"[7809834.985342668, 8215534.954902296, 7848119.854111111]",33.92,5.73,9.05,7.81
0,,AHPN Napa Valley,SARIMA,7.24,12.0,[2432621.01 2569396.02 1227580.09],38.29,"[2256472.282611984, 2270443.149765748, 2406117.035408331]",96.0,8.64,11.64,11.66
0,,AHPN Napa Valley,SARIMAX,12.74,12.0,[2432621.01 2569396.02 1227580.09],39.97,"[2122683.313339505, 2340181.1332772276, 2433724.388679343]",98.25,9.0,8.92,15.66
0,,AHPN Napa Valley,TBATS,5.82,12.0,[2432621.01 2569396.02 1227580.09],34.43,"[2291027.8223318765, 2291027.8223318765, 2291027.8223318765]",86.63,10.05,10.83,11.34
0,,AHPN Napa Valley,VARMAX,15.6,12.0,[2432621.01 2569396.02 1227580.09],42.7,"[2053206.3043209508, 2253777.0571514345, 2457746.7510302295]",100.21,8.27,12.28,20.12
0,,AHPN Napa Valley,VARMA,11.08,12.0,[2432621.01 2569396.02 1227580.09],37.92,"[2163009.845640253, 2228123.6725032297, 2324852.304509658]",89.38,8.06,13.28,16.69
0,,AHPN Napa Valley,Holt Winter's,13.98,12.0,[2432621.01 2569396.02 1227580.09],42.75,"[2092477.924893298, 2379626.5084258732, 2539800.5887200586]",106.89,9.15,7.39,11.88
0,,AHPN Napa Valley,PROPHET,4.75,12.0,[2432621.01 2569396.02 1227580.09],34.57,"[2548224.292402319, 2454159.948763195, 2387209.401909366]",94.46,9.29,4.48,15.14
0,,Adventist Medical Center - Hanford and Selma,SARIMA,3.84,14.0,[1.01409692e+08 9.93010041e+07 6.76480584e+07],20.78,"[97512220.61062706, 108545749.73789439, 100922247.30126949]",49.19,2.56,9.31,4.51
0,,Adventist Medical Center - Hanford and Selma,SARIMAX,7.59,14.0,[1.01409692e+08 9.93010041e+07 6.76480584e+07],22.48,"[93710514.87890553, 110216851.85198477, 100701953.09371698]",48.86,2.21,10.99,3.06
0,,Adventist Medical Center - Hanford and Selma,TBATS,1.96,14.0,[1.01409692e+08 9.93010041e+07 6.76480584e+07],16.52,"[99421125.34975891, 99553673.16746934, 99683151.56808579]",47.36,3.79,0.25,8.97
0,,Adventist Medical Center - Hanford and Selma,VARMAX,10.42,14.0,[1.01409692e+08 9.93010041e+07 6.76480584e+07],17.17,"[90846806.41375108, 100019475.44672109, 94950992.06785333]",40.36,3.12,0.72,5.85
0,,Adventist Medical Center - Hanford and Selma,VARMA,12.73,14.0,[1.01409692e+08 9.93010041e+07 6.76480584e+07],17.75,"[88502861.2930565, 102008716.44585578, 93207778.32211947]",37.78,3.22,2.73,7.97
0,,Adventist Medical Center - Hanford and Selma,Holt Winter's,4.98,14.0,[1.01409692e+08 9.93010041e+07 6.76480584e+07],20.42,"[96355348.12148583, 107893817.85685964, 99868295.3576831]",47.63,2.28,8.65,3.03
0,,Adventist Medical Center - Hanford and Selma,PROPHET,3.44,14.0,[1.01409692e+08 9.93010041e+07 6.76480584e+07],17.47,"[97920129.03886215, 101868391.60333563, 99034651.48630024]",46.4,3.6,2.59,9.17
0,,AHPN Simi,SARIMA,2.9,13.0,[1162832.58  930122.81  475222.31],65.53,"[1129142.112612402, 783557.5134763633, 1320808.1401210474]",177.93,15.8,15.76,5.37
0,,AHPN Simi,SARIMAX,3.28,13.0,[1162832.58  930122.81  475222.31],62.71,"[1200950.7953383452, 1069237.232537286, 1282565.2869319704]",169.89,14.58,14.96,6.78
0,,AHPN Simi,TBATS,0.16,13.0,[1162832.58  930122.81  475222.31],61.47,"[1164670.130876653, 1191923.2516051026, 1217045.6140070837]",156.1,19.35,28.15,7.11
0,,AHPN Simi,VARMAX,0.57,13.0,[1162832.58  930122.81  475222.31],71.1,"[1156167.7874319705, 1309050.2974583847, 1292521.100822507]",171.98,17.63,40.74,12.35
0,,AHPN Simi,VARMA,16.22,13.0,[1162832.58  930122.81  475222.31],53.27,"[974228.1585806407, 1199448.3000724204, 1019940.7923106208]",114.62,18.03,28.96,11.19
0,,AHPN Simi,Holt Winter's,1.59,13.0,[1162832.58  930122.81  475222.31],57.48,"[1144329.8201071285, 1562566.410646451, 964064.3326482798]",102.87,17.92,68.0,6.64
0,,AHPN Simi,PROPHET,6.82,13.0,[1162832.58  930122.81  475222.31],37.23,"[1242147.523356269, 1117383.9047570112, 877921.7755549969]",84.74,17.54,20.13,36.62
0,,St. Helena Hospital Center Clear Lake,SARIMA,4.79,12.0,[22169744.14       20428651.32999999 14024161.17      ],33.29,"[23231333.03638325, 24548378.193111785, 24531004.918063216]",74.92,3.92,20.17,1.62
0,,St. Helena Hospital Center Clear Lake,SARIMAX,2.12,12.0,[22169744.14       20428651.32999999 14024161.17      ],33.66,"[22639118.70814704, 25046358.78672322, 24718758.900619924]",76.26,3.14,22.6,6.41
0,,St. Helena Hospital Center Clear Lake,TBATS,1.85,12.0,[22169744.14       20428651.32999999 14024161.17      ],24.46,"[22579856.92175692, 22579856.92175692, 22579856.92175692]",61.01,4.32,10.53,6.55
0,,St. Helena Hospital Center Clear Lake,VARMAX,4.44,12.0,[22169744.14       20428651.32999999 14024161.17      ],23.44,"[21186013.77732634, 22787201.413856555, 21643785.21454659]",54.33,3.22,11.55,7.25
0,,St. Helena Hospital Center Clear Lake,VARMA,0.11,12.0,[22169744.14       20428651.32999999 14024161.17      ],23.09,"[22145226.185041938, 23211522.93142281, 21811506.25986759]",55.53,3.51,13.62,5.25
0,,St. Helena Hospital Center Clear Lake,Holt Winter's,5.18,12.0,[22169744.14       20428651.32999999 14024161.17      ],32.73,"[23318007.285509847, 24438817.1630992, 24315212.7386883]",73.38,3.66,19.63,2.1
0,,St. Helena Hospital Center Clear Lake,PROPHET,1.66,12.0,[22169744.14       20428651.32999999 14024161.17      ],26.23,"[22537338.842622746, 23373249.816810247, 22805401.50438817]",62.62,3.83,14.41,5.51
0,,AHPN Ukiah,SARIMA,37.13,12.0,[224860.41 257444.78 143131.54],52.23,"[308340.4244697829, 299408.351679363, 290916.4641924811]",103.25,254.8,16.3,34.07
0,,AHPN Ukiah,SARIMAX,10.96,12.0,[224860.41 257444.78 143131.54],38.23,"[249501.25944172274, 309079.6245867357, 262894.9302216735]",83.67,1428.55,20.06,46.44
0,,AHPN Ukiah,TBATS,3.57,12.0,[224860.41 257444.78 143131.54],25.27,"[232887.09712319437, 232887.09712319437, 232887.09712319437]",62.71,415.9,9.54,34.83
0,,AHPN Ukiah,VARMAX,24.79,12.0,[224860.41 257444.78 143131.54],17.86,"[169121.75010243428, 203514.65770230602, 154359.85283015625]",7.84,2827.99,20.95,37.26
0,,AHPN Ukiah,VARMA,14.28,12.0,[224860.41 257444.78 143131.54],20.16,"[192758.01871382748, 205847.2949710899, 180597.6312478292]",26.18,885.57,20.04,34.72
0,,AHPN Ukiah,Holt Winter's,0.35,12.0,[224860.41 257444.78 143131.54],23.68,"[224066.45288632595, 226462.39755735142, 227092.9093128844]",58.66,386.5,12.03,34.99
0,,AHPN Ukiah,PROPHET,24.88,12.0,[224860.41 257444.78 143131.54],44.74,"[168915.04158394932, 163962.7818242464, 247664.7110450648]",73.03,3565.26,36.31,40.63
0,,St. Helena Napa Valley Clinics,SARIMA,3.19,12.0,[1130743.22  847358.69  173110.56],167.27,"[1094653.4713361643, 1055516.9523150562, 993720.9568632258]",474.04,13.25,24.57,7.39
