,billing_entity,model,set_no,train_mape,val_mape,test_mape,test_actual,test_predicted,one_month,third_month,two_month
2848,White Memorial Medical Center,VARMAX,9,2.6,6.52,5.68,[2.33077716e+08 2.09648232e+08 2.02599088e+08],"[225541364.27641758, 197423280.1008649, 218755771.21117875]",3.23,7.97,5.83
2849,White Memorial Medical Center,VARMAX,10,2.62,7.02,7.83,[2.09648232e+08 2.02599088e+08 2.54983989e+08],"[206766868.40978435, 216109713.40136138, 215585991.9783267]",1.37,15.45,6.67
2850,White Memorial Medical Center,VARMAX,11,2.69,4.71,9.39,[2.02599088e+08 2.54983989e+08 2.30368817e+08],"[224634754.47543335, 218550144.29388094, 223435748.83234847]",10.88,3.01,14.29
2851,White Memorial Medical Center,VARMA,1,3.69,3.61,5.15,[2.13579278e+08 2.31377552e+08 2.21055796e+08],"[204284666.2562306, 218408135.79843858, 208932304.82330942]",4.35,5.48,5.61
2852,White Memorial Medical Center,VARMA,2,2.85,5.56,4.78,[2.31377552e+08 2.21055796e+08 2.26272788e+08],"[217483557.34369755, 217192202.18605542, 211341252.1920402]",6,6.6,1.75
2853,White Memorial Medical Center,VARMA,3,3.14,3.57,2.57,[2.21055796e+08 2.26272788e+08 2.11542259e+08],"[216199430.4182793, 219241213.3261371, 216659768.51742807]",2.2,2.42,3.11
2854,White Memorial Medical Center,VARMA,4,2.93,5.26,4.43,[2.26272788e+08 2.11542259e+08 2.35789683e+08],"[223992856.9882759, 222103497.9855034, 218636099.63095927]",1.01,7.27,4.99
2855,White Memorial Medical Center,VARMA,5,2.84,4.74,6.69,[2.11542259e+08 2.35789683e+08 2.10060473e+08],"[223298815.6821336, 217050190.904724, 223847893.08760974]",5.56,6.56,7.95
2856,White Memorial Medical Center,VARMA,6,2.85,2.21,6.76,[2.35789683e+08 2.10060473e+08 2.05818703e+08],"[226172611.9737706, 225804319.94972685, 223728601.58095995]",4.08,8.7,7.49
2857,White Memorial Medical Center,VARMA,7,2.68,5.14,10.06,[2.10060473e+08 2.05818703e+08 2.33077716e+08],"[235844384.0572174, 233211020.99963176, 243789178.4288559]",12.27,4.6,13.31
2858,White Memorial Medical Center,VARMA,8,2.75,4.38,4.59,[2.05818703e+08 2.33077716e+08 2.09648232e+08],"[222744409.62491742, 222755311.25317666, 211960242.81885752]",8.22,1.1,4.43
2859,White Memorial Medical Center,VARMA,9,2.77,5.52,3.3,[2.33077716e+08 2.09648232e+08 2.02599088e+08],"[227853686.07681236, 199268729.72042897, 208111939.9015027]",2.24,2.72,4.95
2860,White Memorial Medical Center,VARMA,10,2.66,9.92,5.52,[2.09648232e+08 2.02599088e+08 2.54983989e+08],"[213271302.85309994, 210558563.81256256, 227158629.98552442]",1.73,10.91,3.93
2861,White Memorial Medical Center,VARMA,11,2.56,3.02,7.57,[2.02599088e+08 2.54983989e+08 2.30368817e+08],"[219129080.80738214, 224172802.02450487, 224667376.87857652]",8.16,2.47,12.08
2862,White Memorial Medical Center,Holt Winter's,1,3.12,3.28,7.37,[2.13579278e+08 2.31377552e+08 2.21055796e+08],"[198689749.04133528, 217672864.94248948, 200686462.66587624]",6.97,9.21,5.92
2863,White Memorial Medical Center,Holt Winter's,2,2.85,3.36,3.72,[2.31377552e+08 2.21055796e+08 2.26272788e+08],"[227369464.72581178, 208965301.54647964, 217326736.42214432]",1.73,3.95,5.47
2864,White Memorial Medical Center,Holt Winter's,3,2.84,5.02,3.11,[2.21055796e+08 2.26272788e+08 2.11542259e+08],"[212234212.04156774, 217829130.01439667, 214919281.84533086]",3.99,1.6,3.73
2865,White Memorial Medical Center,Holt Winter's,4,2.65,5.37,3.88,[2.26272788e+08 2.11542259e+08 2.35789683e+08],"[223712895.8234951, 221435540.93349233, 222046085.59179044]",1.13,5.83,4.68
2866,White Memorial Medical Center,Holt Winter's,5,2.75,3.67,7.2,[2.11542259e+08 2.35789683e+08 2.10060473e+08],"[223034488.29229707, 223778154.55314198, 233331976.39933673]",5.43,11.08,5.09
2867,White Memorial Medical Center,Holt Winter's,6,2.76,2.89,6.83,[2.35789683e+08 2.10060473e+08 2.05818703e+08],"[218514827.04149646, 227283943.998205, 216010388.821759]",7.33,4.95,8.2
2868,White Memorial Medical Center,Holt Winter's,7,2.79,3.85,7.3,[2.10060473e+08 2.05818703e+08 2.33077716e+08],"[235776578.33344537, 224424817.62433115, 234513081.0643273]",12.24,0.62,9.04
2869,White Memorial Medical Center,Holt Winter's,8,2.82,6.92,2.32,[2.05818703e+08 2.33077716e+08 2.09648232e+08],"[212839822.13808054, 226833510.36797404, 211501529.76090583]",3.41,0.88,2.68
2870,White Memorial Medical Center,Holt Winter's,9,2.9,6.7,3.25,[2.33077716e+08 2.09648232e+08 2.02599088e+08],"[223812844.4649291, 208114556.98855525, 212834813.93869004]",3.98,5.05,0.73
2871,White Memorial Medical Center,Holt Winter's,10,2.62,7.75,4.38,[2.09648232e+08 2.02599088e+08 2.54983989e+08],"[209564102.08450598, 213890001.51935306, 235779736.90727362]",0.04,7.53,5.57
2872,White Memorial Medical Center,Holt Winter's,11,2.95,3.98,4.65,[2.02599088e+08 2.54983989e+08 2.30368817e+08],"[217041319.42504635, 239969306.31213838, 228217825.95480865]",7.13,0.93,5.89
2873,White Memorial Medical Center,PROPHET,1,3.17,3.99,5.61,[2.13579278e+08 2.31377552e+08 2.21055796e+08],"[206869918.65250733, 213451115.7532976, 207904068.37993354]",3.14,5.95,7.75
2874,White Memorial Medical Center,PROPHET,2,2.86,8.55,8.18,[2.31377552e+08 2.21055796e+08 2.26272788e+08],"[204930485.2279908, 207879389.72950858, 210086620.18703824]",11.43,7.15,5.96
2875,White Memorial Medical Center,PROPHET,3,2.76,10.73,4.81,[2.21055796e+08 2.26272788e+08 2.11542259e+08],"[211691463.29586637, 215590659.2147948, 223097095.92867994]",4.24,5.46,4.72
2876,White Memorial Medical Center,PROPHET,4,2.92,6.05,4.64,[2.26272788e+08 2.11542259e+08 2.35789683e+08],"[222361876.89240307, 222874218.41428214, 219706001.380273]",1.73,6.82,5.36
2877,White Memorial Medical Center,PROPHET,5,2.97,8.64,6.46,[2.11542259e+08 2.35789683e+08 2.10060473e+08],"[233098525.38468027, 234901708.36594972, 228590134.49285442]",10.19,8.82,0.38
2878,White Memorial Medical Center,PROPHET,6,3.02,3.63,6.41,[2.35789683e+08 2.10060473e+08 2.05818703e+08],"[227158918.9911673, 226325617.05672246, 221933176.22194415]",3.66,7.83,7.74
2879,White Memorial Medical Center,PROPHET,7,2.98,4.38,7.89,[2.10060473e+08 2.05818703e+08 2.33077716e+08],"[235595149.62234697, 228315968.82212114, 231740902.889266]",12.16,0.57,10.93
2880,White Memorial Medical Center,PROPHET,8,2.99,6.33,6.74,[2.05818703e+08 2.33077716e+08 2.09648232e+08],"[223458097.3900259, 224705777.02634764, 226532294.72763482]",8.57,8.05,3.59
2881,White Memorial Medical Center,PROPHET,9,3.14,5.89,7.49,[2.33077716e+08 2.09648232e+08 2.02599088e+08],"[219978745.18744308, 225455904.62891427, 221453056.33550376]",5.62,9.31,7.54
2882,White Memorial Medical Center,PROPHET,10,2.98,8.82,10.21,[2.09648232e+08 2.02599088e+08 2.54983989e+08],"[224647782.65840116, 226590091.8863357, 225332243.40711498]",7.15,11.63,11.84
2883,White Memorial Medical Center,PROPHET,11,3.23,5.61,8.71,[2.02599088e+08 2.54983989e+08 2.30368817e+08],"[226345694.74328917, 225515114.61380562, 223811839.03835917]",11.72,2.85,11.56
2884,AHPN,SARIMA,13,6.1,4.56,5.47,[4482485.   4557871.16 4266664.98],"[4521254.877547298, 4159893.22022613, 4556929.244554251]",0.86,6.8,8.73
2885,AHPN,SARIMAX,13,5.99,5.19,12.13,[4482485.   4557871.16 4266664.98],"[4814005.043047468, 3803067.6800454548, 4797570.678611868]",7.4,12.44,16.56
2886,AHPN,TBATS,13,6.64,9.04,6.68,[4482485.   4557871.16 4266664.98],"[4117077.2035482596, 4110549.29500952, 4178298.652591614]",8.15,2.07,9.81
2887,AHPN,VARMAX,13,5.63,10.76,5.24,[4482485.   4557871.16 4266664.98],"[4369619.02795266, 4024559.1585409804, 4330944.808727777]",2.52,1.51,11.7
2888,AHPN,VARMA,13,5.81,9.33,9.13,[4482485.   4557871.16 4266664.98],"[4637398.778038319, 3861259.494763319, 4636343.76400235]",3.46,8.66,15.28
2889,AHPN,Holt Winter's,13,5.48,7.18,7.47,[4482485.   4557871.16 4266664.98],"[4502717.306324292, 4177750.366173174, 4847645.457476412]",0.45,13.62,8.34
2890,AHPN,PROPHET,13,6.42,10.15,0.71,[4482485.   4557871.16 4266664.98],"[4460385.949026382, 4508687.772333875, 4290417.4707367]",0.49,0.56,1.08
2891,Glendale Adventist Medical Center,SARIMA,12,3.35,3.55,9.77,[2.82393926e+08 2.49878103e+08 2.20275207e+08],"[255753370.06676587, 244284869.32247478, 259118717.2602539]",9.43,17.63,2.24
2892,Glendale Adventist Medical Center,SARIMAX,12,3.54,1.23,10.12,[2.82393926e+08 2.49878103e+08 2.20275207e+08],"[270326762.72463506, 243528082.14545256, 272171486.9472765]",4.27,23.56,2.54
2893,Glendale Adventist Medical Center,TBATS,12,3.8,4.19,8.96,[2.82393926e+08 2.49878103e+08 2.20275207e+08],"[245487143.89349627, 247000685.3630096, 248145393.41122532]",13.07,12.65,1.15
2894,Glendale Adventist Medical Center,VARMAX,12,3.08,8.14,8.06,[2.82393926e+08 2.49878103e+08 2.20275207e+08],"[248326458.14824256, 250345767.7602855, 246524247.849848]",12.06,11.92,0.19
2895,Glendale Adventist Medical Center,VARMA,12,3.61,8.09,8.49,[2.82393926e+08 2.49878103e+08 2.20275207e+08],"[246553085.39281902, 248963783.41047955, 247599586.06595552]",12.69,12.4,0.37
2896,Glendale Adventist Medical Center,Holt Winter's,12,2.82,3.96,9.87,[2.82393926e+08 2.49878103e+08 2.20275207e+08],"[266553872.1609858, 252495279.90302628, 270855855.9699195]",5.61,22.96,1.05
2897,Glendale Adventist Medical Center,PROPHET,12,3.23,4.07,7.35,[2.82393926e+08 2.49878103e+08 2.20275207e+08],"[246355120.84913293, 247320108.25174913, 238455664.23647705]",12.76,8.25,1.02
2898,Ukiah Valley Clinics,SARIMA,11,7.36,4.26,5.41,[7934516.43 7527954.92 7534071.36],"[8143320.454411519, 7924734.584812445, 8160867.445434749]",2.63,8.32,5.27
2899,Ukiah Valley Clinics,SARIMAX,11,7.38,3.43,3.4,[7934516.43 7527954.92 7534071.36],"[8128453.951935803, 7732022.156389086, 7914750.432446684]",2.44,5.05,2.71
2900,Ukiah Valley Clinics,TBATS,11,16.12,12.08,2.44,[7934516.43 7527954.92 7534071.36],"[7474299.166194768, 7495936.713742998, 7451234.828421109]",5.8,1.1,0.43
2901,Ukiah Valley Clinics,VARMAX,11,11.03,14.21,4.48,[7934516.43 7527954.92 7534071.36],"[7594583.9431090085, 7851311.400782704, 7899242.011675323]",4.28,4.85,4.3
2902,Ukiah Valley Clinics,VARMA,11,19.83,10.75,2.49,[7934516.43 7527954.92 7534071.36],"[7657639.520172295, 7504112.642756945, 7810940.414659831]",3.49,3.67,0.32
2903,Ukiah Valley Clinics,Holt Winter's,11,8.01,9.02,3.25,[7934516.43 7527954.92 7534071.36],"[8115514.99553896, 7443871.03393158, 8013738.844725886]",2.28,6.37,1.12
2904,Ukiah Valley Clinics,PROPHET,11,9.12,12.12,5.62,[7934516.43 7527954.92 7534071.36],"[7340548.896862398, 7792072.589372879, 7091568.195831764]",7.49,5.87,3.51
2905,AHPN Clear Lake,SARIMA,11,50.24,29.12,30.19,[2703921.01 1578583.03 1507639.  ],"[1315238.6972622294, 1265784.7133898116, 1215028.4668775436]",51.36,19.41,19.82
2906,AHPN Clear Lake,SARIMAX,11,132.06,40.85,37.68,[2703921.01 1578583.03 1507639.  ],"[1010533.8330630802, 1201557.44111417, 1107830.2704217324]",62.63,26.52,23.88
2907,AHPN Clear Lake,TBATS,11,50.27,100.84,48.88,[2703921.01 1578583.03 1507639.  ],"[1382636.6954552932, 1913187.4039833834, 2662371.9919342035]",48.87,76.59,21.2
2908,AHPN Clear Lake,VARMAX,11,166.09,20.36,55.92,[2703921.01 1578583.03 1507639.  ],"[1256528.4431987081, 796013.4159641508, 532955.0670671953]",53.53,64.65,49.57
2909,AHPN Clear Lake,VARMA,11,140.88,46.19,69.87,[2703921.01 1578583.03 1507639.  ],"[1132123.3683697172, 465467.28756478726, 286948.99609402224]",58.13,80.97,70.51
2910,AHPN Clear Lake,Holt Winter's,11,57.66,38.34,22.03,[2703921.01 1578583.03 1507639.  ],"[1397502.1085290196, 1399169.141562897, 1411122.581339753]",48.32,6.4,11.37
2911,AHPN Clear Lake,PROPHET,11,265.14,15.91,23.24,[2703921.01 1578583.03 1507639.  ],"[1642891.315335522, 1739360.6382832746, 1813775.0403881192]",39.24,20.31,10.18
2912,Sonora Clinics,SARIMA,13,6.09,2.6,6.43,[28782083.46 25351724.68 26880294.29],"[25689472.185297806, 24442416.586621437, 25547491.81956641]",10.74,4.96,3.59
2913,Sonora Clinics,SARIMAX,13,5.77,4.36,3.96,[28782083.46 25351724.68 26880294.29],"[26711282.286931466, 24581438.027798075, 27321090.590233136]",7.19,1.64,3.04
2914,Sonora Clinics,TBATS,13,5.83,3.57,5.89,[28782083.46 25351724.68 26880294.29],"[25096711.65824418, 25339700.21941809, 25585041.42298339]",12.8,4.82,0.05
2915,Sonora Clinics,VARMAX,13,6.18,3.03,8.07,[28782083.46 25351724.68 26880294.29],"[24792533.63138442, 24605887.853977416, 24892361.838869605]",13.86,7.4,2.94
2916,Sonora Clinics,VARMA,13,6.64,3.39,10.01,[28782083.46 25351724.68 26880294.29],"[24243726.49141301, 24366689.120408732, 24091389.684828233]",15.77,10.38,3.89
2917,Sonora Clinics,Holt Winter's,13,5.4,2.99,4.18,[28782083.46 25351724.68 26880294.29],"[26543649.914036043, 24480433.167152848, 27235778.300370447]",7.78,1.32,3.44
2918,Sonora Clinics,PROPHET,13,5.01,3.36,7.14,[28782083.46 25351724.68 26880294.29],"[25369215.13826, 27305637.885762937, 26378597.715093613]",11.86,1.87,7.71
2919,Central Valley Network Clinics,SARIMA,13,6.16,8.78,4.76,[7176268.32 7353318.79 6528070.66],"[7172665.195966804, 6860327.077389133, 7019376.695429675]",0.05,7.53,6.7
2920,Central Valley Network Clinics,SARIMAX,13,8.47,1.82,7.51,[7176268.32 7353318.79 6528070.66],"[7099081.793512797, 7449775.346313292, 7843304.788409005]",1.08,20.15,1.31
2921,Central Valley Network Clinics,TBATS,13,10.88,10.11,11.32,[7176268.32 7353318.79 6528070.66],"[6126548.8836987065, 6209533.324011662, 6282399.114198451]",14.63,3.76,15.55
2922,Central Valley Network Clinics,VARMAX,13,12.3,7.09,6.11,[7176268.32 7353318.79 6528070.66],"[7335092.540508968, 7073203.749119288, 7330702.280688097]",2.21,12.3,3.81
2923,Central Valley Network Clinics,VARMA,13,12.13,11.12,7.93,[7176268.32 7353318.79 6528070.66],"[7895896.556601435, 7258458.3276304705, 7342559.742923237]",10.03,12.48,1.29
2924,Central Valley Network Clinics,Holt Winter's,13,9.29,3.16,6.75,[7176268.32 7353318.79 6528070.66],"[7115159.421606185, 6756246.216814721, 7263437.191812229]",0.85,11.26,8.12
2925,Central Valley Network Clinics,PROPHET,13,11.47,25.47,6.61,[7176268.32 7353318.79 6528070.66],"[7678072.252715761, 7230391.7108506095, 7256713.846281625]",6.99,11.16,1.67
2926,Sonora Regional Medical Center,SARIMA,13,3.84,5.09,8.72,[79509320.1        67986612.57000001 62693147.9       ],"[71982566.89421065, 65071734.29127953, 70461692.37168865]",9.47,12.39,4.29
2927,Sonora Regional Medical Center,SARIMAX,13,3.96,7.42,8.76,[79509320.1        67986612.57000001 62693147.9       ],"[78786025.11461864, 64848680.1745888, 75700874.37251098]",0.91,20.75,4.62
2928,Sonora Regional Medical Center,TBATS,13,4.88,4.41,8.25,[79509320.1        67986612.57000001 62693147.9       ],"[66374434.87666794, 66374434.87666794, 66374434.87666794]",16.52,5.87,2.37
2929,Sonora Regional Medical Center,VARMAX,13,3.81,6.96,7.56,[79509320.1        67986612.57000001 62693147.9       ],"[70000553.90683936, 67575164.03417559, 69027139.23057216]",11.96,10.1,0.61
2930,Sonora Regional Medical Center,VARMA,13,3.74,9.44,9.21,[79509320.1        67986612.57000001 62693147.9       ],"[67317628.7193013, 69368440.91033097, 69119521.00609578]",15.33,10.25,2.03
2931,Sonora Regional Medical Center,Holt Winter's,13,3.05,5.14,9.38,[79509320.1        67986612.57000001 62693147.9       ],"[74622776.4366407, 64460463.36143124, 73228897.48712994]",6.15,16.81,5.19
2932,Sonora Regional Medical Center,PROPHET,13,4.06,5.69,9.51,[79509320.1        67986612.57000001 62693147.9       ],"[67054864.41127448, 70112830.24614967, 68807619.34022212]",15.66,9.75,3.13
2933,St. Helena Hospital Napa Valley,SARIMA,11,4.18,2.46,11.76,[1.06301991e+08 9.82991885e+07 8.13127209e+07],"[98712938.56676193, 87359117.11746235, 95139541.04254256]",7.14,17,11.13
2934,St. Helena Hospital Napa Valley,SARIMAX,11,4.12,4.28,12.87,[1.06301991e+08 9.82991885e+07 8.13127209e+07],"[99331276.0089489, 85427118.79505573, 96729461.02237582]",6.56,18.96,13.09
2935,St. Helena Hospital Napa Valley,TBATS,11,4.69,2.13,10.21,[1.06301991e+08 9.82991885e+07 8.13127209e+07],"[93013226.84553349, 93338498.38107269, 91956056.28640449]",12.5,13.09,5.05
2936,St. Helena Hospital Napa Valley,VARMAX,11,3.3,3.5,11.96,[1.06301991e+08 9.82991885e+07 8.13127209e+07],"[93719343.65244317, 91970881.75168686, 95623958.398085]",11.84,17.6,6.44
2937,St. Helena Hospital Napa Valley,VARMA,11,4.14,2.44,10.68,[1.06301991e+08 9.82991885e+07 8.13127209e+07],"[96422282.59141399, 92044961.15430708, 94644130.89246626]",9.29,16.4,6.36
2938,St. Helena Hospital Napa Valley,Holt Winter's,11,3.63,3.21,12.23,[1.06301991e+08 9.82991885e+07 8.13127209e+07],"[97307622.85089044, 91943179.64620493, 99014423.67809822]",8.46,21.77,6.47
2939,St. Helena Hospital Napa Valley,PROPHET,11,4.41,4.05,12.01,[1.06301991e+08 9.82991885e+07 8.13127209e+07],"[86925715.37338337, 92789131.24405885, 91236264.72073352]",18.23,12.2,5.61
2940,White Memorial Medical Center,SARIMA,12,3.51,3.32,11.18,[2.54983989e+08 2.30368817e+08 1.98595430e+08],"[228630964.28187695, 222871474.95963484, 238197743.05272198]",10.34,19.94,3.25
2941,White Memorial Medical Center,SARIMAX,12,3.01,6.22,12.7,[2.54983989e+08 2.30368817e+08 1.98595430e+08],"[228702518.9144701, 218015957.6140235, 243160014.4558755]",10.31,22.44,5.36
2942,White Memorial Medical Center,TBATS,12,4.15,5.27,10.57,[2.54983989e+08 2.30368817e+08 1.98595430e+08],"[211600993.64035693, 211600993.64035693, 211600993.64035693]",17.01,6.55,8.15
2943,White Memorial Medical Center,VARMAX,12,2.69,6.7,10.82,[2.54983989e+08 2.30368817e+08 1.98595430e+08],"[208169066.09452558, 212991642.51021495, 211642855.31510726]",18.36,6.57,7.54
2944,White Memorial Medical Center,VARMA,12,2.78,2.08,9.1,[2.54983989e+08 2.30368817e+08 1.98595430e+08],"[207604736.51185536, 212572033.81069505, 200574132.66720104]",18.58,1,7.73
2945,White Memorial Medical Center,Holt Winter's,12,2.93,4.53,11.25,[2.54983989e+08 2.30368817e+08 1.98595430e+08],"[231952779.06310767, 221258315.6672058, 239850619.23372197]",9.03,20.77,3.95
2946,White Memorial Medical Center,PROPHET,12,3.51,7.05,11.49,[2.54983989e+08 2.30368817e+08 1.98595430e+08],"[216130021.1753223, 216166137.6152958, 224537653.4559679]",15.24,13.06,6.17
2947,All Adventist W,SARIMA,13,2.77,3.28,9.06,[1.61441712e+09 1.46450443e+09 1.30225727e+09],"[1475494128.0416248, 1401451650.898225, 1488092184.8216615]",8.61,14.27,4.31
2948,All Adventist W,SARIMAX,13,2.46,0.97,10.04,[1.61441712e+09 1.46450443e+09 1.30225727e+09],"[1543557409.0707428, 1397842785.530844, 1577964046.9349155]",4.39,21.17,4.55
2949,All Adventist W,TBATS,13,3.88,2.68,8.75,[1.61441712e+09 1.46450443e+09 1.30225727e+09],"[1388212730.746743, 1393240095.9445097, 1398205708.410518]",14.01,7.37,4.87
2950,All Adventist W,VARMAX,13,3.31,1.49,8.47,[1.61441712e+09 1.46450443e+09 1.30225727e+09],"[1405055769.476666, 1409331726.0685465, 1415168736.1103258]",12.97,8.67,3.77
2951,All Adventist W,VARMA,13,3.91,1.83,9.04,[1.61441712e+09 1.46450443e+09 1.30225727e+09],"[1411992798.7543104, 1371928950.1513867, 1409965767.8083153]",12.54,8.27,6.32
2952,All Adventist W,Holt Winter's,13,2.57,0.49,8.92,[1.61441712e+09 1.46450443e+09 1.30225727e+09],"[1571108915.9141603, 1434173333.5861287, 1588737374.190217]",2.68,22,2.07
2953,All Adventist W,PROPHET,13,3.5,2.98,8.02,[1.61441712e+09 1.46450443e+09 1.30225727e+09],"[1415685376.7705307, 1436014109.5949845, 1429833277.764995]",12.31,9.8,1.95
2954,San Joaquin Clinics,SARIMA,13,6.82,5.54,18.96,[18003369.98 16721341.15 18154910.42],"[14402791.590830987, 14013501.474330187, 14401589.2923611]",20,20.67,16.19
2955,San Joaquin Clinics,SARIMAX,13,6.3,3.43,15.73,[18003369.98 16721341.15 18154910.42],"[14443457.842960298, 14926510.627836317, 15126438.706716025]",19.77,16.68,10.73
2956,San Joaquin Clinics,TBATS,13,9.98,7.22,14.46,[18003369.98 16721341.15 18154910.42],"[14790976.982766889, 15058469.277529769, 15325961.572291614]",17.84,15.58,9.94
2957,San Joaquin Clinics,VARMAX,13,9.33,9.37,21.3,[18003369.98 16721341.15 18154910.42],"[13592748.837233737, 13973417.837747818, 13985622.520648228]",24.5,22.97,16.43
2958,San Joaquin Clinics,VARMA,13,10.32,5.82,22.42,[18003369.98 16721341.15 18154910.42],"[13498608.164151302, 13832193.625834405, 13621981.43365466]",25.02,24.97,17.28
2959,San Joaquin Clinics,Holt Winter's,13,7.65,4.66,11.15,[18003369.98 16721341.15 18154910.42],"[15198912.0645434, 15239055.081009775, 16518668.568616936]",15.58,9.01,8.86
2960,San Joaquin Clinics,PROPHET,13,8.06,11.33,16.86,[18003369.98 16721341.15 18154910.42],"[14568858.210805327, 14278038.551760841, 15087880.903751904]",19.08,16.89,14.61
2961,Adventist Medical Center - Reedley,SARIMA,13,3.03,3.3,9.55,[22104674.77       20626337.13999999 18118425.4       ],"[19945483.455896668, 19887173.147461724, 20888608.914356187]",9.77,15.29,3.58
2962,Adventist Medical Center - Reedley,SARIMAX,13,3,5.11,10.73,[22104674.77       20626337.13999999 18118425.4       ],"[21180913.179529548, 19799688.64436232, 22465517.95280581]",4.18,23.99,4.01
2963,Adventist Medical Center - Reedley,TBATS,13,2.82,3.7,9.53,[22104674.77       20626337.13999999 18118425.4       ],"[20597860.37115252, 21126602.863930285, 21626596.544002924]",6.82,19.36,2.43
2964,Adventist Medical Center - Reedley,VARMAX,13,3.4,2.22,8.96,[22104674.77       20626337.13999999 18118425.4       ],"[19138665.762793656, 18984749.870890483, 19114612.862058874]",13.42,5.5,7.96
2965,Adventist Medical Center - Reedley,VARMA,13,3.75,4.97,9.66,[22104674.77       20626337.13999999 18118425.4       ],"[18539117.27671228, 18259354.190401167, 18368503.235555533]",16.13,1.38,11.48
2966,Adventist Medical Center - Reedley,Holt Winter's,13,2.42,3.06,10.01,[22104674.77       20626337.13999999 18118425.4       ],"[20673859.540677294, 19738390.918530717, 21608027.5081282]",6.47,19.26,4.3
2967,Adventist Medical Center - Reedley,PROPHET,13,3.17,3.96,8.91,[22104674.77       20626337.13999999 18118425.4       ],"[19831994.688708875, 19440099.83735933, 20058511.84728063]",10.28,10.71,5.75
2968,Frank R. Howard Memorial Hospital,SARIMA,11,3.86,5.66,12.83,[22193532.08000001 21850918.56       17682548.25      ],"[19633243.25666819, 18844389.110960312, 20016371.849317957]",11.54,13.2,13.76
2969,Frank R. Howard Memorial Hospital,SARIMAX,11,3.82,10.68,13.64,[22193532.08000001 21850918.56       17682548.25      ],"[19343886.834752817, 17253202.789345488, 18928885.831161775]",12.84,7.05,21.04
2970,Frank R. Howard Memorial Hospital,TBATS,11,4.5,7.1,12.65,[22193532.08000001 21850918.56       17682548.25      ],"[18313983.81380944, 18417619.33106831, 18521591.73211656]",17.48,4.75,15.71
2971,Frank R. Howard Memorial Hospital,VARMAX,11,4.78,3.08,11.62,[22193532.08000001 21850918.56       17682548.25      ],"[18349748.19467371, 19144328.724850133, 18592928.04810826]",17.32,5.15,12.39
2972,Frank R. Howard Memorial Hospital,VARMA,11,4.88,5.4,12.23,[22193532.08000001 21850918.56       17682548.25      ],"[18715180.262655344, 18999864.84945764, 19089897.81597932]",15.67,7.96,13.05
2973,Frank R. Howard Memorial Hospital,Holt Winter's,11,3.18,10.04,14.25,[22193532.08000001 21850918.56       17682548.25      ],"[20607601.265469432, 19264666.823344477, 21884587.750900656]",7.15,23.76,11.84
2974,Frank R. Howard Memorial Hospital,PROPHET,11,4.44,3.27,12.02,[22193532.08000001 21850918.56       17682548.25      ],"[18463196.774305433, 19170205.03892955, 18916012.491719596]",16.81,6.98,12.27
2975,AHPN Simi,SARIMA,12,15.94,9.08,7.87,[1169210.16 1162832.58  930122.81],"[1055641.9697202255, 1015698.0654989171, 918611.1871745326]",9.71,1.24,12.65
2976,AHPN Simi,SARIMAX,12,15.96,6.87,5.27,[1169210.16 1162832.58  930122.81],"[1047866.8691142101, 1108588.4205962133, 937268.0379870739]",10.38,0.77,4.66
2977,AHPN Simi,TBATS,12,19.14,13.89,11.29,[1169210.16 1162832.58  930122.81],"[1030426.080704098, 1028844.7758300217, 1027476.2265448268]",11.87,10.47,11.52
2978,AHPN Simi,VARMAX,12,17.39,9.27,16.76,[1169210.16 1162832.58  930122.81],"[1050210.5944110702, 1228193.2354390954, 1250970.448593666]",10.18,34.5,5.62
2979,AHPN Simi,VARMA,12,19.07,10.87,9,[1169210.16 1162832.58  930122.81],"[1111086.0874011049, 1038195.8086339352, 1035425.9770988036]",4.97,11.32,10.72
2980,AHPN Simi,Holt Winter's,12,18.19,4.43,19.79,[1169210.16 1162832.58  930122.81],"[1091250.494291937, 1095733.5166678876, 1366764.8657872975]",6.67,46.94,5.77
2981,AHPN Simi,PROPHET,12,17.05,64.62,21.86,[1169210.16 1162832.58  930122.81],"[897166.9156917671, 747907.6262047956, 991770.056768242]",23.27,6.63,35.68
2982,AHPN Napa Valley,SARIMA,11,9.01,10.1,9.58,[2043002.71 2432621.01 2569396.02],"[2508284.174306835, 2534568.3955249554, 2523825.7972502625]",22.77,1.77,4.19
2983,AHPN Napa Valley,SARIMAX,11,8.64,15.23,9.92,[2043002.71 2432621.01 2569396.02],"[2557702.6674643005, 2450715.0050015794, 2667838.5885633994]",25.19,3.83,0.74
2984,AHPN Napa Valley,TBATS,11,10.27,11.61,9.22,[2043002.71 2432621.01 2569396.02],"[2484083.0792187545, 2461757.4552033083, 2443896.9559909175]",21.59,4.88,1.2
2985,AHPN Napa Valley,VARMAX,11,8.54,13.73,12.65,[2043002.71 2432621.01 2569396.02],"[2400900.4728656313, 2245117.876651243, 2242522.162499475]",17.52,12.72,7.71
2986,AHPN Napa Valley,VARMA,11,8.24,10.4,16.32,[2043002.71 2432621.01 2569396.02],"[2682132.8601569026, 2425489.788850268, 2122507.729379916]",31.28,17.39,0.29
2987,AHPN Napa Valley,Holt Winter's,11,9.22,10.83,14.32,[2043002.71 2432621.01 2569396.02],"[2622739.6445467817, 2632101.401906251, 2733106.5731673166]",28.38,6.37,8.2
